City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
141,Bambous Virieux,MU,2022-12-20 19:31:34,-20.3428,57.7575,76.21,73,40,6.91
142,Komsomolskiy,UZ,2022-12-20 19:31:35,40.4272,71.7189,23.72,93,100,0.0
143,Mitsamiouli,KM,2022-12-20 19:31:35,-11.3847,43.2844,80.91,80,7,9.78
144,Ambilobe,MG,2022-12-20 19:31:36,-13.2,49.05,76.33,85,92,0.81
145,Lavrentiya,RU,2022-12-20 19:31:36,65.5833,-171.0,12.94,75,1,8.63
146,Vila Velha,BR,2022-12-20 19:27:37,-20.3297,-40.2925,78.75,95,75,8.05
147,Rantepao,ID,2022-12-20 19:31:37,-2.9701,119.8978,63.97,94,100,3.58
148,Vaasa,FI,2022-12-20 19:31:37,63.096,21.6158,33.82,100,100,9.22
149,Lorengau,PG,2022-12-20 19:31:38,-2.0226,147.2712,80.35,79,100,4.92
150,Labuan,MY,2022-12-20 19:31:38,5.2767,115.2417,77.36,94,75,0.0
151,Padang,ID,2022-12-20 19:31:39,-0.9492,100.3543,76.91,87,98,4.16
152,Nizhniy Kuranakh,RU,2022-12-20 19:31:39,58.8353,125.4869,-41.66,100,80,1.86
153,Opunake,NZ,2022-12-20 19:31:40,-39.4556,173.8583,67.84,83,25,16.28
154,Te Anau,NZ,2022-12-20 19:31:40,-45.4167,167.7167,50.72,76,68,1.25
155,Yueyang,CN,2022-12-20 19:31:41,29.3333,113.0919,40.8,49,1,5.03
156,Taraza,CO,2022-12-20 19:31:41,7.5836,-75.4007,85.71,67,80,3.74
157,Panama City,PA,2022-12-20 19:30:50,8.9936,-79.5197,90.28,58,40,14.97
158,Vrangel,RU,2022-12-20 19:31:42,42.7297,133.0839,20.8,82,100,4.47
159,Renqiu,CN,2022-12-20 19:31:43,38.6989,116.0936,22.86,33,0,6.29
160,Mana,GF,2022-12-20 19:31:43,5.6592,-53.7767,80.4,75,62,10.04
161,Rio Grande,BR,2022-12-20 19:31:44,-32.035,-52.0986,80.71,72,13,17.29
162,Tuntum,BR,2022-12-20 19:31:45,-5.2581,-44.6489,85.44,64,91,1.74
163,Leh,IN,2022-12-20 19:31:45,34.1667,77.5833,10.65,52,0,1.01
164,Saint George,US,2022-12-20 19:31:02,37.1041,-113.5841,49.62,43,0,3.44
165,Mossendjo,CG,2022-12-20 19:31:46,-2.9506,12.7261,69.21,99,84,2.57
166,Bathsheba,BB,2022-12-20 19:31:47,13.2167,-59.5167,84.81,86,20,17.27
167,Lalibela,ET,2022-12-20 19:31:47,12.0333,39.0333,57.47,52,18,5.17
168,Dombarovskiy,RU,2022-12-20 19:31:48,50.7587,59.5386,-1.28,98,11,6.15
169,Camacha,PT,2022-12-20 19:31:48,33.0833,-16.3333,63.82,82,20,4.61
170,Natal,BR,2022-12-20 19:31:49,-5.795,-35.2094,86.65,69,20,17.27
171,Gainesville,US,2022-12-20 19:31:50,29.6516,-82.3248,65.95,67,20,3.44
172,Flinders,AU,2022-12-20 19:31:50,-34.5833,150.8552,58.17,87,50,4.0
173,Atar,MR,2022-12-20 19:31:51,20.5169,-13.0499,70.0,19,0,11.21
174,Tazovskiy,RU,2022-12-20 19:31:51,67.4667,78.7,-30.39,99,52,7.0
175,Thompson,CA,2022-12-20 19:28:41,55.7435,-97.8558,-5.64,71,75,11.5
176,Pochutla,MX,2022-12-20 19:31:52,15.7432,-96.4661,89.82,49,4,8.72
177,Barrow,US,2022-12-20 19:31:53,71.2906,-156.7887,-2.18,78,0,10.36
178,Kununurra,AU,2022-12-20 19:31:53,-15.7667,128.7333,75.18,94,100,5.75
179,Kaeo,NZ,2022-12-20 19:31:54,-35.1,173.7833,64.33,96,33,4.32
180,Roma,US,2022-12-20 19:28:03,43.2128,-75.4557,30.81,82,100,8.05
181,Babstovo,RU,2022-12-20 19:32:54,48.1167,132.4833,-7.76,92,94,2.08
182,Alvinopolis,BR,2022-12-20 19:32:55,-20.1067,-43.0489,68.49,94,100,3.65
